,ndc_description,ndc_description_agg,score
391,AMLODIPINE-BENAZEPRIL 5-40MG,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE EQ 5MG BASE;40MG ORAL,96
392,VORICONAZOLE 200MG TABLET,VORICONAZOLE 200MG ORAL,88
393,OXCARBAZEPINE 150MG TABLET,OXCARBAZEPINE 150MG ORAL,88
394,CLOBETASOL 0.05% CREAM,,-1
395,CLOZAPINE 25MG TABLET,,-1
396,GS HEMORRHOIDAL SUPPOSITORIES,,-1
397,COTEMPLA XR-ODT 17.3MG TABLET,COTEMPLA XR-ODT 17.3MG ORAL,90
398,SM NASAL DECONG PE 10MG TABLET,,-1
399,CLINDA-BENZOYL PEROX 1-5% PUMP,,-1
400,EZETIMIBE 10MG TABLET,,-1
401,STEGLATRO 15MG TABLET,,-1
402,BUPROPION HCL SR 150MG TABLET,,-1
403,ALLOPURINOL 300MG TABLET,ALLOPURINOL 300MG ORAL,87
404,CARTIA XT 300MG CAPSULE,CARTIA XT 300MG ORAL,86
405,PREDNISONE 20MG TABLET,PREDNISONE 20MG ORAL,86
406,AMLODIPINE-ATORVAST 10-10MG,,-1
407,FENOFIBRATE 145MG TABLET,FENOFIBRATE 145MG ORAL,87
408,LABETALOL HCL 100MG TABLET,,-1
409,NAMENDA 5MG TABLET,,-1
410,ADAPALENE 0.3% GEL PUMP,,-1
411,METHIMAZOLE 10MG TABLET,METHIMAZOLE 10MG ORAL,86
412,JINTELI 1MG-5MCG TABLET,,-1
413,MODAFINIL 100MG TABLET,MODAFINIL 100MG ORAL,86
414,VALSARTAN-HYDROCHLOROTHIAZIDE 160-12.5MG TABLET,HYDROCHLOROTHIAZIDE 12.5MG ORAL,91
415,CLOMIPRAMINE 25MG CAPSULE,,-1
416,LAMOTRIGINE ER 100MG TABLET,LAMOTRIGINE 100MG ORAL,87
417,CELECOXIB 200MG CAPSULE,CELECOXIB 200MG ORAL,86
418,FLUOCINONIDE 0.05% OINTMENT,,-1
419,SERTRALINE HCL 25MG TABLET,,-1
420,MELOXICAM 7.5MG TABLET,MELOXICAM 7.5MG ORAL,86
421,ATROPINE 1% EYE DROPS,,-1
422,FLUVOXAMINE MALEATE 100MG TABLET,FLUVOXAMINE MALEATE 100MG ORAL,91
423,NIZATIDINE 15MG/ML SOLUTION,NIZATIDINE 15MG/ML ORAL,88
424,AMLODIPINE-OLMESARTAN 10-40MG,AMLODIPINE AND OLMESARTAN MEDOXOMIL EQ 5MG BASE;40MG ORAL,95
425,PRAVASTATIN SODIUM 20MG TABLET,PRAVASTATIN SODIUM 20MG ORAL,90
426,SULFAMETHOXAZOLE-TMP SS TABLET,,-1
427,BENZTROPINE MES 0.5MG TABLET,,-1
428,GAVILYTE-G SOLUTION,,-1
429,PAROXETINE HCL 30MG TABLET,,-1
430,IPRATROPIUM-ALBUTEROL 0.5-3(2.5)MG/3ML,,-1
431,DROSPIRENONE-EE 3-0.03MG TABLET,,-1
432,MOMETASONE FUROATE 0.1% OINT,MOMETASONE FUROATE 0.1% TOPICAL,90
433,LEVETIRACETAM 750MG TABLET,LEVETIRACETAM 750MG ORAL,88
434,BUPROPION HCL SR 200MG TABLET,,-1
435,"NIACIN ER 1,000MG TABLET",,-1
436,BUPROPION HCL 75MG TABLET,,-1
437,OXYCODONE HCL 10MG TABLET,,-1
438,DIPHENHYDRAMINE 50MG CAPSULE,,-1
439,TYMLOS 80MCG DOSE PEN INJECTR,,-1
440,PIOGLITAZONE-METFORMIN 15-500,PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE 500MG;EQ 15MG BASE ORAL,86
441,EPIPEN 2-PAK 0.3MG AUTO-INJCT,,-1
442,METFORMIN HCL 850MG TABLET,,-1
443,OLANZAPINE ODT 20MG TABLET,OLANZAPINE 20MG ORAL,86
444,FOLIC ACID 1MG TABLET,,-1
445,ACYCLOVIR 200MG CAPSULE,ACYCLOVIR 200MG ORAL,86
446,SUCRALFATE 1 GM TABLET,,-1
447,OLANZAPINE 15MG TABLET,OLANZAPINE 15MG ORAL,86
448,LAMIVUDINE 150MG TABLET,LAMIVUDINE 150MG ORAL,86
449,MILK OF MAGNESIA SUSPENSION,,-1
450,NADOLOL 40MG TABLET,,-1
451,ZOLMITRIPTAN 5MG TABLET,ZOLMITRIPTAN 5MG ORAL,86
452,AMLODIPINE-OLMESARTAN 5-40MG,AMLODIPINE AND OLMESARTAN MEDOXOMIL EQ 5MG BASE;40MG ORAL,96
453,TESTOSTERONE ENAN 200MG/ML,DEPO-TESTOSTERONE 200MG/ML INJECTION,89
454,CARISOPRODOL 350MG TABLET,CARISOPRODOL 350MG ORAL,88
455,FLUDROCORTISONE 0.1MG TABLET,FLUDROCORTISONE ACETATE 0.1MG ORAL,86
456,BUPROPION HCL XL 150MG TABLET,,-1
457,KRISTALOSE 20 GM PACKET,,-1
458,"LEVETIRACETAM 1,000MG TABLET",,-1
459,GLIPIZIDE 10MG TABLET,,-1
460,PILOCARPINE 2% EYE DROPS,,-1
461,LOXAPINE 50MG CAPSULE,,-1
462,SENNA LAX 8.6MG TABLET,,-1
463,PINK BISMUTH TABLET CHEWABLE,,-1
464,HYDROXYZINE HCL 25MG TABLET,,-1
465,CLARITHROMYCIN 250MG TABLET,CLARITHROMYCIN 250MG ORAL,89
466,FLUOXETINE HCL 10MG CAPSULE,,-1
467,SULFASALAZINE 500MG TABLET,SULFASALAZINE 500MG ORAL,88
468,FLUOXETINE HCL 40MG CAPSULE,,-1
469,GLIPIZIDE ER 10MG TABLET,,-1
470,HM STOOL SOFTENER 250MG SFTGL,,-1
471,FELBAMATE 600MG TABLET,FELBAMATE 600MG ORAL,86
472,PERPHENAZINE 4MG TABLET,PERPHENAZINE 4MG ORAL,86
473,GS MILK OF MAGNESIA SUSPENSION,,-1
474,FLUOCINOLONE 0.025% OINTMENT,,-1
475,SERTRALINE HCL 25MG TABLET,,-1
476,DILTIAZEM ER 240MG CAPSULE,,-1
477,METHYLPREDNISOLONE 4MG TABLET,METHYLPREDNISOLONE 4MG ORAL,90
478,ZOLOFT 50MG TABLET,,-1
479,QUETIAPINE FUMARATE 200MG TABLET,QUETIAPINE FUMARATE EQ 200MG BASE ORAL,88
480,ACETAMINOPHEN-COD #3 TABLET,,-1
481,PRAVASTATIN SODIUM 40MG TABLET,PRAVASTATIN SODIUM 40MG ORAL,90
482,METHOCARBAMOL 750MG TABLET,METHOCARBAMOL 750MG ORAL,88
483,VALACYCLOVIR HCL 1 GRAM TABLET,,-1
484,LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5MG TABLET,HYDROCHLOROTHIAZIDE 12.5MG ORAL,91
485,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE 10-160-25MG TABLET,HYDROCHLOROTHIAZIDE 25MG ORAL,91
486,FLUOXETINE HCL 20MG TABLET,,-1
487,NADOLOL 20MG TABLET,,-1
488,LAMOTRIGINE 25MG TABLET,LAMOTRIGINE 25MG ORAL,86
489,LISINOPRIL-HYDROCHLOROTHIAZIDE 20-25MG TABLET,HYDROCHLOROTHIAZIDE 25MG ORAL,91
490,HYDROCORTISONE 1% CREAM,,-1
491,ALLERGY-CONGESTION RLF 12H TABLET,,-1
492,LEVOFLOXACIN 750MG TABLET,LEVOFLOXACIN 750MG ORAL,88
493,DROSP-EE-LEVOMEF 3-0.02-0.451,,-1
494,RALOXIFENE HCL 60MG TABLET,,-1
495,CHILD DELSYM COUGH+CHEST DM LQ,,-1
496,IMATINIB MESYLATE 100MG TABLET,IMATINIB MESYLATE EQ 100MG BASE ORAL,87
497,BUSPIRONE HCL 7.5MG TABLET,,-1
498,LEVOXYL 125MCG TABLET,,-1
499,METOPROLOL SUCC ER 25MG TABLET,,-1
500,FENTORA 400MCG BUCCAL TABLET,,-1
501,ALLERGY RELIEF 25MG SOFTGEL,,-1
502,ALLERGY RELIEF 180MG TABLET,,-1
503,OXYCODONE HCL ER 10MG TABLET,,-1
504,FENTANYL 50MCG/HR PATCH,,-1
505,VERAPAMIL ER 120MG TABLET,,-1
506,PIOGLITAZONE HCL 45MG TABLET,,-1
507,ZIPRASIDONE HCL 80MG CAPSULE,,-1
508,NORTRIPTYLINE HCL 10MG CAP,,-1
509,ESTRADIOL TDS 0.1MG/DAY,,-1
510,HYDRALAZINE 25MG TABLET,,-1
511,CLOZAPINE 25MG TABLET,,-1
512,SUCRALFATE 1 GM TABLET,,-1
513,DULOXETINE HCL DR 40MG CAP,,-1
514,QUINAPRIL 20MG TABLET,,-1
515,COLESEVELAM 625MG TABLET,,-1
516,FEXOFENADINE HCL 180MG TABLET,,-1
517,DIVALPROEX SOD DR 125MG TABLET,,-1
518,PROMETHAZINE 50MG SUPPOSITORY,,-1
519,DULOXETINE HCL DR 60MG CAP,,-1
520,SILTUSSIN DM COUGH SYRUP,,-1
521,ACID CONTROL 150MG TABLET,,-1
522,FENOFIBRATE 160MG TABLET,FENOFIBRATE 160MG ORAL,87
523,TOPICORT 0.25% SPRAY,,-1
524,METOPROLOL TARTRATE 100MG TABLET,METOPROLOL TARTRATE 100MG ORAL,91
525,ZORVOLEX 18MG CAPSULE,,-1
526,EZETIMIBE-SIMVASTATIN 10-40MG,EZETIMIBE AND SIMVASTATIN 10MG;40MG ORAL,95
527,QUETIAPINE FUMARATE 50MG TABLET,QUETIAPINE FUMARATE EQ 50MG BASE ORAL,87
528,TRIAMCINOLONE 0.1% OINTMENT,,-1
529,HYDROMORPHONE HCL ER 8MG TABLET,,-1
530,NITROGLYCERIN 0.4MG/HR PATCH,NITROGLYCERIN 0.4MG/HR TRANSDERMAL,88
531,ENALAPRIL MALEATE 5MG TABLET,ENALAPRIL MALEATE 5MG ORAL,89
532,GABAPENTIN 800MG TABLET,GABAPENTIN 800MG ORAL,86
533,RISPERIDONE 2MG TABLET,RISPERIDONE 2MG ORAL,86
534,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE 10-320-25MG TABLET,HYDROCHLOROTHIAZIDE 25MG ORAL,91
535,FENOFIBRATE 160MG TABLET,FENOFIBRATE 160MG ORAL,87
536,MINOCYCLINE HCL 50MG TABLET,,-1
537,CELECOXIB 400MG CAPSULE,CELECOXIB 400MG ORAL,86
538,TOUJEO SOLOSTAR 300 UNIT/ML,TOUJEO MAX SOLOSTAR 900 UNITS/3ML (300 UNITS/ML) SUBCUTANEOUS,90
539,OXYCODONE-ACETAMINOPHEN 5-325MG TABLET,OXYCODONE AND ACETAMINOPHEN 325MG/5ML;5MG/5ML ORAL,87
540,HYDROXYZINE HCL 50MG TABLET,,-1
541,ZOLPIDEM TARTRATE 10MG TABLET,ZOLPIDEM TARTRATE 10MG ORAL,90
542,TRAMADOL HCL ER 200MG TABLET,,-1
543,SULFAMETHOXAZOLE-TMP SS TABLET,,-1
544,SAVAYSA 60MG TABLET,,-1
545,LEVOFLOXACIN 750MG TABLET,LEVOFLOXACIN 750MG ORAL,88
546,ACETAMINOPHEN-COD #3 TABLET,,-1
547,METFORMIN HCL 850MG TABLET,,-1
548,POTASSIUM CL ER 10 MEQ TABLET,,-1
549,HALOPERIDOL 2MG TABLET,HALOPERIDOL 2MG ORAL,86
550,FARXIGA 5MG TABLET,,-1
551,CELECOXIB 200MG CAPSULE,CELECOXIB 200MG ORAL,86
552,FLUTICASONE PROP 0.05% CREAM,,-1
553,DOXYCYCLINE MONO 100MG CAP,,-1
554,SM IBUPROFEN 200MG CAPLET,IBUPROFEN 200MG ORAL,86
555,ACETAMINOPHEN 500MG TABLET,,-1
556,NAMENDA XR 14MG CAPSULE,NAMENDA XR 14MG ORAL,86
557,LEVETIRACETAM 100MG/ML SOLUTION,LEVETIRACETAM 100MG/ML ORAL,90
558,TAMSULOSIN HCL 0.4MG CAPSULE,,-1
559,LEVOTHYROXINE 200MCG TABLET,,-1
560,PHENOBARBITAL 20MG/5ML ELIX,,-1
561,WERA 0.5/0.035MG 28 TABLET,,-1
562,ALLOPURINOL 300MG TABLET,ALLOPURINOL 300MG ORAL,87
563,CLONIDINE 0.2MG/DAY PATCH,,-1
564,NITROFURANTOIN MCR 50MG CAP,NITROFURANTOIN 50MG ORAL,88
565,DONEPEZIL HCL 23MG TABLET,,-1
566,HYDROCODONE-ACETAMINOPHEN 7.5-325MG TABLET,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 325MG/15ML;7.5MG/15ML ORAL,88
567,BUPROPION HCL SR 150MG TABLET,,-1
568,CYCLOBENZAPRINE 10MG TABLET,,-1
569,PROPRANOLOL ER 80MG CAPSULE,,-1
570,HYDROCODONE-ACETAMINOPHEN 7.5-325MG TABLET,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 325MG/15ML;7.5MG/15ML ORAL,88
571,ABACAVIR 300MG TABLET,,-1
572,REPAGLINIDE 2MG TABLET,REPAGLINIDE 2MG ORAL,86
573,NIFEDIPINE ER 60MG TABLET,NIFEDIPINE 60MG ORAL,86
574,DULOXETINE HCL DR 20MG CAP,,-1
575,ACYCLOVIR 5% OINTMENT,,-1
576,DOXYCYCLINE MONO 100MG CAP,,-1
577,ENOXAPARIN 100MG/ML SYRINGE,,-1
578,TORSEMIDE 10MG TABLET,,-1
579,SM IBUPROFEN IB 200MG TABLET,IBUPROFEN 200MG ORAL,86
580,CHLD ACETAMINOPHEN 160MG/5ML,,-1
581,LEVETIRACETAM 100MG/ML SOLUTION,LEVETIRACETAM 100MG/ML ORAL,90
582,BUDESONIDE EC 3MG CAPSULE,,-1
583,LISINOPRIL-HYDROCHLOROTHIAZIDE 20-25MG TABLET,HYDROCHLOROTHIAZIDE 25MG ORAL,91
584,ENALAPRIL MALEATE 20MG TABLET,ENALAPRIL MALEATE 20MG ORAL,90
585,PAIN & FEVER 500MG CAPLET,,-1
586,LOSARTAN POTASSIUM 50MG TABLET,LOSARTAN POTASSIUM 50MG ORAL,90
587,POTASSIUM CL ER 8 MEQ CAPSULE,,-1
588,TOPIRAMATE 200MG TABLET,TOPIRAMATE 200MG ORAL,86
589,FINASTERIDE 5MG TABLET,FINASTERIDE 5MG ORAL,86
590,HYDROXYZINE PAM 25MG CAP,,-1
591,HYDROCODONE-IBUPROFEN 7.5-200,HYDROCODONE BITARTRATE AND IBUPROFEN 7.5MG;200MG ORAL,88
592,ANASTROZOLE 1MG TABLET,ANASTROZOLE 1MG ORAL,86
593,MONTELUKAST SOD 10MG TABLET,,-1
594,AMLODIPINE BESYLATE 5MG TABLET,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE EQ 2.5MG BASE;10MG ORAL,87
595,DOXAZOSIN MESYLATE 8MG TABLET,DOXAZOSIN MESYLATE EQ 8MG BASE ORAL,86
596,DIOVAN HCT 320-12.5MG TABLET,DIOVAN HCT 12.5MG;320MG ORAL,86
597,MODAFINIL 200MG TABLET,MODAFINIL 200MG ORAL,86
598,MINTOX PLUS TABLET CHEWABLE,,-1
599,SYSTANE NIGHTTIME EYE OINTMENT,,-1
600,ALPRAZOLAM 0.5MG TABLET,ALPRAZOLAM 0.5MG ORAL,86
601,ADMELOG 100 UNIT/ML VIAL,,-1
602,DOXAZOSIN MESYLATE 4MG TABLET,DOXAZOSIN MESYLATE EQ 4MG BASE ORAL,86
603,ETODOLAC 200MG CAPSULE,,-1
604,CLORAZEPATE 7.5MG TABLET,,-1
605,PERPHENAZINE 4MG TABLET,PERPHENAZINE 4MG ORAL,86
606,ZADITOR 0.025% (0.035%) DROPS,,-1
607,KURVELO TABLET,,-1
608,METFORMIN HCL ER 500MG TABLET,,-1
609,QC INFNT PAIN RLF 160MG/5ML,,-1
610,ESOMEPRAZOLE MAG DR 40MG CAP,,-1
611,NORETHIN-ETH ESTRAD 1MG-5MCG,,-1
612,ACNE MEDICATION 5% GEL,,-1
613,MELOXICAM 15MG TABLET,,-1
614,CILOSTAZOL 100MG TABLET,CILOSTAZOL 100MG ORAL,86
615,POTASSIUM CL ER 20 MEQ TABLET,,-1
616,FLECAINIDE ACETATE 50MG TABLET,FLECAINIDE ACETATE 50MG ORAL,90
617,GABAPENTIN 600MG TABLET,GABAPENTIN 600MG ORAL,86
618,LEVOCETIRIZINE 5MG TABLET,,-1
619,BACITRACIN-POLYMYXIN EYE OINT,,-1
620,PAROXETINE HCL 10MG TABLET,,-1
621,CETIRIZINE HCL 10MG TABLET,,-1
622,PIROXICAM 20MG CAPSULE,,-1
623,GLIPIZIDE 10MG TABLET,,-1
624,METFORMIN HCL 850MG TABLET,,-1
625,CLARITHROMYCIN ER 500MG TABLET,CLARITHROMYCIN 500MG ORAL,89
626,VANCOMYCIN HCL 250MG CAPSULE,,-1
627,TRETINOIN 0.025% CREAM,,-1
628,METOPROLOL TARTRATE 25MG TABLET,METOPROLOL TARTRATE 25MG ORAL,91
629,OFLOXACIN 0.3% EAR DROPS,,-1
630,CLOZAPINE 50MG TABLET,,-1
631,DILTIAZEM 24HR ER 300MG CAP,,-1
632,PRAMIPEXOLE 0.5MG TABLET,,-1
633,CALCIPOTRIENE 0.005% CREAM,CALCIPOTRIENE 0.005% TOPICAL,86
634,ENTECAVIR 0.5MG TABLET,ENTECAVIR 0.5MG ORAL,86
635,OXYMORPHONE HCL ER 30MG TABLET,,-1
636,MUCINEX ER 600MG TABLET,,-1
637,PRAVASTATIN SODIUM 20MG TABLET,PRAVASTATIN SODIUM 20MG ORAL,90
638,NICOTINE 4MG CHEWING GUM,,-1
639,SULFAMETHOXAZOLE-TMP SS TABLET,,-1
640,NAPROXEN DR 500MG TABLET,,-1
641,TOPIRAMATE 15MG SPRINKLE CAP,TOPIRAMATE 15MG ORAL,86
642,IMATINIB MESYLATE 100MG TABLET,IMATINIB MESYLATE EQ 100MG BASE ORAL,87
643,ONDANSETRON HCL 4MG TABLET,ONDANSETRON 4MG ORAL,86
644,LISINOPRIL 10MG TABLET,LISINOPRIL 10MG ORAL,86
645,PROGESTERONE 100MG CAPSULE,PROGESTERONE 100MG ORAL,88
646,BENAZEPRIL HCL 10MG TABLET,,-1
647,NICOTINE 4MG LOZENGE,,-1
648,OLANZAPINE ODT 10MG TABLET,OLANZAPINE 10MG ORAL,86
649,GALANTAMINE HBR 8MG TABLET,,-1
650,PROGESTERONE 200MG CAPSULE,PROGESTERONE 200MG ORAL,88
651,MORPHINE SULF ER 15MG TABLET,,-1
652,OLANZAPINE 2.5MG TABLET,OLANZAPINE 2.5MG ORAL,86
653,ALL DAY PAIN RLF 220MG CAPLET,,-1
654,THERAFLU EXPRESSMAX NIGHT CPLT,,-1
655,VENLAFAXINE HCL 37.5MG TABLET,,-1
656,PAROXETINE HCL 40MG TABLET,,-1
657,MEMANTINE HCL ER 7MG CAPSULE,,-1
658,FLUOROMETHOLONE 0.1% DROPS,,-1
659,LOSARTAN POTASSIUM 25MG TABLET,LOSARTAN POTASSIUM 25MG ORAL,90
660,METOPROLOL TARTRATE 25MG TABLET,METOPROLOL TARTRATE 25MG ORAL,91
661,AMLODIPINE-BENAZEPRIL 5-40MG,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE EQ 5MG BASE;40MG ORAL,96
662,INTERMEZZO 1.75MG TAB SUBLING,INTERMEZZO 1.75MG SUBLINGUAL,91
663,STELARA 90MG/ML SYRINGE,,-1
664,"HEPARIN SODIUM 20,000 UNIT/ML VIAL",,-1
665,HYDROCHLOROTHIAZIDE 50MG TABLET,HYDROCHLOROTHIAZIDE 50MG ORAL,91
666,LISINOPRIL 20MG TABLET,LISINOPRIL 20MG ORAL,86
667,DESONIDE 0.05% CREAM,,-1
668,OXYCODONE HCL 30MG TABLET,,-1
669,QUINAPRIL 40MG TABLET,,-1
670,MORPHINE SULF ER 100MG TABLET,,-1
671,QUETIAPINE ER 300MG TABLET,,-1
672,VENLAFAXINE HCL ER 37.5MG CAP,,-1
673,MONTELUKAST SOD 5MG TAB CHEWABLE,,-1
674,TRINESSA LO TABLET,,-1
675,ANORO ELLIPTA 62.5-25MCG INHALATION,,-1
676,"OMEPRAZOLE-BICARB 40-1,100 CAP",,-1
677,SUBSYS 200MCG SPRAY,,-1
678,CETIRIZINE HCL 10MG TABLET,,-1
679,RIVASTIGMINE 1.5MG CAPSULE,,-1
680,EYE DROPS 0.05%,,-1
681,METHYLPHENIDATE 20MG TABLET,,-1
682,DICLOFENAC 1.5% TOPICAL SOLUTION,DICLOFENAC SODIUM 1.5% TOPICAL,87
683,CLOBETASOL 0.05% SHAMPOO,,-1
684,ALA-HIST IR 2MG TABLET,,-1
685,VELIVET 28 DAY TABLET,,-1
686,INDAPAMIDE 2.5MG TABLET,INDAPAMIDE 2.5MG ORAL,86
687,METRONIDAZOLE 250MG TABLET,METRONIDAZOLE 250MG ORAL,88
688,BICALUTAMIDE 50MG TABLET,BICALUTAMIDE 50MG ORAL,87
689,ATORVASTATIN 20MG TABLET,,-1
690,CLONIDINE HCL 0.1MG TABLET,,-1
691,HYDROXYZINE PAM 25MG CAP,,-1
692,IODIDES TINCTURE,,-1
693,DESOXIMETASONE 0.25% OINTMENT,,-1
694,CLONIDINE HCL 0.1MG TABLET,,-1
695,OLOPATADINE HCL 0.1% EYE DROPS,,-1
696,INDOMETHACIN 25MG CAPSULE,INDOMETHACIN 25MG ORAL,87
697,"HEPARIN SODIUM 5,000 UNIT/ML VIAL",,-1
698,KENALOG-40 40MG/ML VIAL,KENALOG-40 40MG/ML INJECTION,88
699,FOSINOPRIL SODIUM 10MG TABLET,FOSINOPRIL SODIUM 10MG ORAL,90
700,POTASSIUM CL ER 10 MEQ TABLET,,-1
701,CLINDAMYCIN HCL 150MG CAPSULE,,-1
702,ANTACID EX-STR TABLET CHEWABLE,,-1
703,TORSEMIDE 100MG TABLET,TORSEMIDE 100MG ORAL,86
704,OLANZAPINE 5MG TABLET,,-1
705,LEVOTHYROXINE 112MCG TABLET,,-1
706,VENLAFAXINE HCL 37.5MG TABLET,,-1
707,APREPITANT 40MG CAPSULE,APREPITANT 40MG ORAL,86
708,CLOBETASOL 0.05% GEL,CLOBETASOL PROPIONATE 0.05% TOPICAL,88
709,NORTREL 1-35 21 TABLET,,-1
710,REPAGLINIDE 1MG TABLET,REPAGLINIDE 1MG ORAL,86
711,DOC-Q-LACE 100MG SOFTGEL,,-1
712,CLOBETASOL 0.05% TOPICAL LOTN,CLOBETASOL PROPIONATE 0.05% TOPICAL,90
713,MIRTAZAPINE 45MG TABLET,MIRTAZAPINE 45MG ORAL,86
714,SIMVASTATIN 20MG TABLET,SIMVASTATIN 20MG ORAL,86
715,MOMETASONE FUROATE 0.1% SOLUTION,,-1
716,ORPHENADRINE ER 100MG TABLET,,-1
717,AMLODIPINE BESYLATE 5MG TABLET,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE EQ 2.5MG BASE;10MG ORAL,87
718,CHILD'S ALLERGY 12.5MG/5ML,,-1
719,MOVANTIK 12.5MG TABLET,,-1
720,KLOR-CON 8 MEQ TABLET,,-1
721,TACROLIMUS 5MG CAPSULE,,-1
722,FINASTERIDE 5MG TABLET,FINASTERIDE 5MG ORAL,86
723,INCRUSE ELLIPTA 62.5MCG INHALATION,INCRUSE ELLIPTA EQ 62.5MCG BASE/INH INHALATION,100
724,OXCARBAZEPINE 150MG TABLET,OXCARBAZEPINE 150MG ORAL,88
725,ATORVASTATIN 20MG TABLET,,-1
726,RAMIPRIL 5MG CAPSULE,,-1
727,GEMFIBROZIL 600MG TABLET,GEMFIBROZIL 600MG ORAL,87
728,BENZTROPINE MES 0.5MG TABLET,,-1
729,VIVELLE-DOT 0.075MG PATCH,VIVELLE-DOT 0.075MG/24HR TRANSDERMAL,86
730,ANTACID 500MG CHEWABLE TABLET,,-1
731,DAYSEE 0.15-0.03-0.01MG TABLET,,-1
732,NOSE DROPS,,-1
733,RIVASTIGMINE 1.5MG CAPSULE,,-1
734,DICLOFENAC SOD EC 75MG TABLET,,-1
735,ATORVASTATIN 10MG TABLET,,-1
736,LAMOTRIGINE 200MG TABLET,LAMOTRIGINE 200MG ORAL,87
737,PROMETHAZINE 25MG/ML VIAL,PROMETHAZINE HYDROCHLORIDE 25MG/ML INJECTION,89
738,ESCITALOPRAM 20MG TABLET,,-1
739,NEFAZODONE HCL 150MG TABLET,,-1
740,HYDROXYZINE HCL 10MG TABLET,,-1
741,FLUOCINONIDE 0.05% GEL,FLUOCINONIDE 0.05% TOPICAL,89
742,SPIRONOLACTONE 25MG TABLET,SPIRONOLACTONE 25MG ORAL,88
743,FLUOXETINE HCL 10MG CAPSULE,,-1
744,BALSALAZIDE DISODIUM 750MG CP,BALSALAZIDE DISODIUM 750MG ORAL,95
745,MATZIM LA 180MG TABLET,,-1
746,METFORMIN HCL 850MG TABLET,,-1
747,TEMAZEPAM 30MG CAPSULE,,-1
748,TRIAMCINOLONE 0.1% OINTMENT,,-1
749,CALCITRIOL 0.25MCG CAPSULE,CALCITRIOL 0.25MCG ORAL,88
750,GEMFIBROZIL 600MG TABLET,GEMFIBROZIL 600MG ORAL,87
751,DEXTROAMP-AMPHETAMIN 15MG TABLET,,-1
752,HYDROXYZINE HCL 10MG TABLET,,-1
753,AMOXICILLIN 125MG/5ML SUSP,AMOXICILLIN 125MG/5ML ORAL,89
754,TAMSULOSIN HCL 0.4MG CAPSULE,,-1
755,OLANZAPINE ODT 15MG TABLET,OLANZAPINE 15MG ORAL,86
756,ATENOLOL 100MG TABLET,,-1
757,LEVETIRACETAM 750MG TABLET,LEVETIRACETAM 750MG ORAL,88
758,OLMESARTAN MEDOXOMIL 40MG TABLET,OLMESARTAN MEDOXOMIL 40MG ORAL,91
759,NITROFURANTOIN MONO-MCR 100MG,NITROFURANTOIN 100MG ORAL,89
760,ISOSORBIDE MONONIT ER 30MG TB,,-1
761,CIPROFLOXACIN HCL 500MG TABLET,,-1
762,PRENATE PIXIE SOFTGEL,,-1
763,ALL DAY ALLERGY 10MG TABLET,,-1
764,RIVASTIGMINE 4.5MG CAPSULE,,-1
765,PHENOBARBITAL 64.8MG TABLET,,-1
766,SEVELAMER CARBONATE 800MG TABLET,SEVELAMER CARBONATE 800MG ORAL,91
767,ROPINIROLE HCL 2MG TABLET,,-1
768,CITRANATAL 90 DHA COMBO PACK,,-1
769,ZOLPIDEM TARTRATE 5MG TABLET,ZOLPIDEM TARTRATE 5MG ORAL,89
770,LORATADINE-D 12 HOUR TABLET,,-1
771,GRISEOFULVIN ULTRA 125MG TABLET,,-1
772,OB COMPLETE PETITE SOFTGEL,,-1
773,XANAX 0.5MG TABLET,,-1
774,MULTIVIT-FLUOR 0.25MG TAB CHEWABLE,,-1
775,MELOXICAM 15MG TABLET,,-1
776,RIZATRIPTAN 10MG ODT,RIZATRIPTAN BENZOATE EQ 10MG BASE ORAL,89
777,WARFARIN SODIUM 1MG TABLET,WARFARIN SODIUM 1MG ORAL,88
778,CHILD PAIN-FEVER 160MG/5ML,,-1
779,LEVOTHYROXINE 25MCG TABLET,,-1
780,RAMIPRIL 10MG CAPSULE,,-1
781,XARELTO 20MG TABLET,,-1
782,DIAZEPAM 10MG TABLET,,-1
783,HM ADULT TUSSIN CHEST CONG LIQ,,-1
784,GLIPIZIDE 10MG TABLET,,-1
785,"NYSTATIN 100,000 UNIT/GM OINT","NYSTATIN 100,000 UNITS/GM TOPICAL",87
786,CEPHALEXIN 250MG CAPSULE,,-1
787,FLUOCINONIDE-E 0.05% CREAM,,-1
788,RIZATRIPTAN 10MG TABLET,,-1
789,CLOBETASOL 0.05% CREAM,,-1
790,OXYCODONE HCL 5MG TABLET,,-1
791,SPIRONOLACTONE 100MG TABLET,SPIRONOLACTONE 100MG ORAL,89
792,ROPINIROLE HCL 3MG TABLET,,-1
793,BUPROPION HCL 75MG TABLET,,-1
794,AMPICILLIN 500MG CAPSULE,,-1
